narration_id,start_frame,stop_frame,narration,noun,noun_class,all_nouns,all_noun_classes
P23_102_111,29948,30061,put onion,onion,16,onion,16
P23_102_112,30280,30340,take knife,knife,4,knife,4
P23_102_113,30291,30322,take onion,onion,16,onion,16
P23_102_114,30345,30745,cut onion,onion,16,onion,16
P23_102_116,30967,31042,cut onion,onion,16,onion,16
P23_102_118,31177,31264,take onion,onion,16,onion,16
P23_102_12,5232,5263,close tap,tap,0,tap,0
P23_102_120,31555,31625,put onion,onion,16,onion,16
P23_102_122,31998,32017,put knife,knife,4,knife,4
P23_102_123,32019,32088,take onion,onion,16,onion,16
P23_102_124,32129,32158,put onion,onion,16,onion,16
P23_102_127,32551,32564,take bowl,bowl,7,bowl,7
P23_102_128,32586,32662,put bowl,bowl,7,bowl,7
P23_102_14,7030,7067,put bowl,bowl,7,bowl,7
P23_102_144,36170,36210,open tap,tap,0,tap,0
P23_102_146,36505,36642,close tap,tap,0,tap,0
P23_102_147,36660,36699,take plate,plate,2,plate,2
P23_102_15,7073,7100,take glass,glass,10,glass,10
P23_102_150,37454,37491,close tap,tap,0,tap,0
P23_102_151,37540,37643,put plate,plate,2,plate,2
P23_102_152,37633,37706,take knife,knife,4,knife,4
P23_102_156,46596,46718,take plate,plate,2,plate,2
P23_102_159,47166,47201,put plate,plate,2,plate,2
P23_102_16,7118,7158,open tap,tap,0,tap,0
P23_102_160,47302,47340,put plate,plate,2,plate,2
P23_102_161,47433,47469,take plate,plate,2,plate,2
P23_102_165,48179,48219,open tap,tap,0,tap,0
P23_102_166,48197,48412,clean plate,plate,2,plate,2
P23_102_167,48490,48515,take glass,glass,10,glass,10
P23_102_168,48512,48554,put glass,glass,10,glass,10
P23_102_169,48555,48580,take glass,glass,10,glass,10
P23_102_170,48554,48654,put glass,glass,10,glass,10
P23_102_173,48860,48917,close tap,tap,0,tap,0
P23_102_178,49484,49558,open tap,tap,0,tap,0
P23_102_180,49500,49572,open tap,tap,0,tap,0
P23_102_188,50422,50452,close tap,tap,0,tap,0
P23_102_189,50520,50557,take knife,knife,4,knife,4
P23_102_194,56308,56324,open tap,tap,0,tap,0
P23_102_195,56326,56391,wash knife,knife,4,knife,4
P23_102_196,56480,56504,put knife,knife,4,knife,4
P23_102_197,56547,56580,close tap,tap,0,tap,0
P23_102_202,57048,57089,take knife,knife,4,knife,4
P23_102_204,61396,61493,take plate,plate,2,plate,2
P23_102_206,61654,61694,put plate,plate,2,plate,2
P23_102_209,66404,66476,take plate,plate,2,plate,2
P23_102_21,10681,10708,put glass,glass,10,glass,10
P23_102_211,66648,66710,put plate,plate,2,plate,2
P23_102_212,66752,66835,take spoon,spoon,1,spoon,1
P23_102_214,67444,67510,put spoon,spoon,1,spoon,1
P23_102_215,67554,67716,take plate,plate,2,plate,2
P23_102_216,67749,67841,put plate,plate,2,plate,2
P23_102_217,67968,68026,take cloth,cloth,17,cloth,17
P23_102_218,68068,68113,take plate,plate,2,plate,2
P23_102_219,68109,68140,put plate,plate,2,plate,2
P23_102_22,10710,10736,close tap,tap,0,tap,0
P23_102_220,68150,68183,put cloth,cloth,17,cloth,17
P23_102_221,68226,68290,open tap,tap,0,tap,0
P23_102_222,68257,68300,take glass,glass,10,glass,10
P23_102_223,68303,68377,clean glass,glass,10,glass,10
P23_102_224,68380,68425,take glass,glass,10,glass,10
P23_102_225,68426,68465,wash glass,glass,10,glass,10
P23_102_226,68533,68546,put glass,glass,10,glass,10
P23_102_227,68553,68605,take glass,glass,10,glass,10
P23_102_228,68610,68660,wash glass,glass,10,glass,10
P23_102_229,68665,68687,put glass,glass,10,glass,10
P23_102_23,10740,10823,take bowl,bowl,7,bowl,7
P23_102_230,68684,68712,take glass,glass,10,glass,10
P23_102_231,68703,68792,clean glass,glass,10,glass,10
P23_102_232,68797,68833,put glass,glass,10,glass,10
P23_102_233,68821,68862,take glass,glass,10,glass,10
P23_102_234,68863,68921,clean glass,glass,10,glass,10
P23_102_235,68985,69050,take cloth,cloth,17,cloth,17
P23_102_236,69048,69277,wash cloth,cloth,17,cloth,17
P23_102_237,69282,69467,put cloth,cloth,17,cloth,17
P23_102_238,69444,69550,take glass,glass,10,glass,10
P23_102_239,69549,69732,clean glass,glass,10,glass,10
P23_102_24,10814,10940,put bowl,bowl,7,bowl,7
P23_102_240,69758,69790,put glass,glass,10,glass,10
P23_102_241,69831,69855,take cloth,cloth,17,cloth,17
P23_102_242,69869,69996,wash cloth,cloth,17,cloth,17
P23_102_243,70103,70149,put cloth,cloth,17,cloth,17
P23_102_244,70182,70223,take cloth,cloth,17,cloth,17
P23_102_245,70303,71155,wash cloth,cloth,17,cloth,17
P23_102_246,71632,71665,put cloth,cloth,17,cloth,17
P23_102_247,71945,71983,take knife,knife,4,knife,4
P23_102_248,71960,71987,take plate,plate,2,plate,2
P23_102_249,71992,72037,put plate,plate,2,plate,2
P23_102_251,72417,72517,take plate,plate,2,plate,2
P23_102_252,72524,72602,take plate,plate,2,plate,2
P23_102_254,72885,72957,put cloth,cloth,17,cloth,17
P23_102_255,72969,73026,take cloth,cloth,17,cloth,17
P23_102_256,72990,73033,open tap,tap,0,tap,0
P23_102_257,73022,73112,wash cloth,cloth,17,cloth,17
P23_102_258,73117,73222,close tap,tap,0,tap,0
P23_102_259,73219,73507,put cloth,cloth,17,cloth,17
P23_102_262,74059,74097,take plate,plate,2,plate,2
P23_102_263,74102,74152,put plate,plate,2,plate,2
P23_102_264,74200,74249,take cloth,cloth,17,cloth,17
P23_102_265,74262,74301,put cloth,cloth,17,cloth,17
P23_102_266,74310,74366,take knife,knife,4,knife,4
P23_102_268,74399,74426,put knife,knife,4,knife,4
P23_102_273,76469,76543,take knife,knife,4,knife,4
P23_102_279,88186,88284,put knife,knife,4,knife,4
P23_102_28,11564,11602,take bowl,bowl,7,bowl,7
P23_102_283,90640,90669,take knife,knife,4,knife,4
P23_102_284,90735,90775,take plate,plate,2,plate,2
P23_102_285,90796,90817,put knife,knife,4,knife,4
P23_102_29,11598,11653,put bowl,bowl,7,bowl,7
P23_102_291,92059,92125,take cloth,cloth,17,cloth,17
P23_102_292,92203,92278,put cloth,cloth,17,cloth,17
P23_102_293,92298,92336,take knife,knife,4,knife,4
P23_102_294,92358,92388,open tap,tap,0,tap,0
P23_102_295,92393,92845,clean plate,plate,2,plate,2
P23_102_296,92826,92903,put plate,plate,2,plate,2
P23_102_297,93027,93243,put plate,plate,2,plate,2
P23_102_298,93265,93287,wash hands,hand,11,hand,11
P23_102_299,93292,93310,close tap,tap,0,tap,0
P23_102_30,11974,12023,take bowls,bowl,7,bowl,7
P23_102_301,93661,93732,take plate,plate,2,plate,2
P23_102_302,93709,93791,put plate,plate,2,plate,2
P23_102_303,93778,93826,take knife,knife,4,knife,4
P23_102_305,94916,94956,put knife,knife,4,knife,4
P23_102_306,94941,95042,take plate,plate,2,plate,2
P23_102_307,95114,95157,take cloth,cloth,17,cloth,17
P23_102_308,95173,95216,take plate,plate,2,plate,2
P23_102_31,12017,12067,put bowls,bowl,7,bowl,7
P23_102_311,95530,95717,put plate,plate,2,plate,2
P23_102_313,96049,96092,take glass,glass,10,glass,10
P23_102_314,96094,96190,open tap,tap,0,tap,0
P23_102_315,96199,96322,close tap,tap,0,tap,0
P23_102_318,96634,96669,put glass,glass,10,glass,10
P23_102_319,96783,96816,put plate,plate,2,plate,2
P23_102_32,12072,12169,take bowl,bowl,7,bowl,7
P23_102_320,96860,96957,take plate,plate,2,plate,2
P23_102_321,96998,97044,put plate,plate,2,plate,2
P23_102_322,97080,97143,take glass,glass,10,glass,10
P23_102_323,97140,97177,open tap,tap,0,tap,0
P23_102_328,97710,97757,close tap,tap,0,tap,0
P23_102_329,97774,97806,put glass,glass,10,glass,10
P23_102_33,12171,12238,put bowl,bowl,7,bowl,7
P23_102_330,97856,97885,take spoon,spoon,1,spoon,1
P23_102_332,98333,98378,take glass,glass,10,glass,10
P23_102_333,98363,98390,take glass,glass,10,glass,10
P23_102_334,98395,98439,open tap,tap,0,tap,0
P23_102_336,98469,98545,close tap,tap,0,tap,0
P23_102_338,98789,98832,put glass,glass,10,glass,10
P23_102_339,98851,98876,close tap,tap,0,tap,0
P23_102_34,12217,12236,take bowl,bowl,7,bowl,7
P23_102_343,99736,99800,take spoon,spoon,1,spoon,1
P23_102_35,12245,12267,put bowl,bowl,7,bowl,7
P23_102_350,100939,101132,adjust bowl,bowl,7,bowl,7
P23_102_351,101137,101168,take spoon,spoon,1,spoon,1
P23_102_353,101847,101884,put spoon,spoon,1,spoon,1
P23_102_354,101902,101947,take plate,plate,2,plate,2
P23_102_355,101939,101978,put plate,plate,2,plate,2
P23_102_356,102016,102089,put cloth,cloth,17,cloth,17
P23_102_357,102093,102144,take knife,knife,4,knife,4
P23_102_359,110068,110136,put knife,knife,4,knife,4
P23_102_36,12272,12339,take bowl,bowl,7,bowl,7
P23_102_360,110150,110196,open plate,plate,2,plate,2
P23_102_361,110200,110237,close plate,plate,2,plate,2
P23_102_363,110352,110417,take knife,knife,4,knife,4
P23_102_365,110890,110922,take plate,plate,2,plate,2
P23_102_366,110925,110957,take spoon,spoon,1,spoon,1
P23_102_367,110983,111003,put spoon,spoon,1,spoon,1
P23_102_368,111008,111041,take plate,plate,2,plate,2
P23_102_369,111218,111253,put plate,plate,2,plate,2
P23_102_37,12333,12365,put bowl,bowl,7,bowl,7
P23_102_370,111265,111342,take plate,plate,2,plate,2
P23_102_371,111379,111422,put plate,plate,2,plate,2
P23_102_372,111427,111510,take knife,knife,4,knife,4
P23_102_374,111692,111771,put plate,plate,2,plate,2
P23_102_375,111777,111879,put knife,knife,4,knife,4
P23_102_38,12359,12445,take bowl,bowl,7,bowl,7
P23_102_380,112848,112876,take plate,plate,2,plate,2
P23_102_381,112875,112909,put plate,plate,2,plate,2
P23_102_388,114933,115028,open tap,tap,0,tap,0
P23_102_39,12450,12496,put bowl,bowl,7,bowl,7
P23_102_390,115100,115238,put plate,plate,2,plate,2
P23_102_392,115881,116046,close tap,tap,0,tap,0
P23_102_394,116430,116861,put plate,plate,2,plate,2
P23_102_40,12400,12470,take bowls,bowl,7,bowl,7
P23_102_41,12458,12509,put bowls,bowl,7,bowl,7
P23_102_410,118931,118986,take cloth,cloth,17,cloth,17
P23_102_411,119016,119064,open plate,plate,2,plate,2
P23_102_412,119058,119238,put plate,plate,2,plate,2
P23_102_413,119243,119285,take spoon,spoon,1,spoon,1
P23_102_419,120256,120294,put spoon,spoon,1,spoon,1
P23_102_42,12504,12616,put bowl,bowl,7,bowl,7
P23_102_422,120388,120440,take spoon,spoon,1,spoon,1
P23_102_424,121747,121782,put spoon,spoon,1,spoon,1
P23_102_426,122099,122159,take bowl,bowl,7,bowl,7
P23_102_427,122171,122226,put bowl,bowl,7,bowl,7
P23_102_428,122283,122448,take cloth,cloth,17,cloth,17
P23_102_429,122451,122510,take bowl,bowl,7,bowl,7
P23_102_43,12613,12732,take bowl,bowl,7,bowl,7
P23_102_430,122518,122594,put bowl,bowl,7,bowl,7
P23_102_431,122635,122683,put cloth,cloth,17,cloth,17
P23_102_433,124159,124230,take bowl,bowl,7,bowl,7
P23_102_434,124394,124432,open tap,tap,0,tap,0
P23_102_435,124435,124649,wash pan,pan,5,pan,5
P23_102_436,124654,124675,close tap,tap,0,tap,0
P23_102_437,124840,124895,put pan,pan,5,pan,5
P23_102_44,12704,12730,put bowl,bowl,7,bowl,7
P23_102_442,125833,125875,take pan,pan,5,pan,5
P23_102_443,125867,125893,put pan,pan,5,pan,5
P23_102_449,128448,128530,take plate,plate,2,plate,2
P23_102_450,128495,128525,take knife,knife,4,knife,4
P23_102_451,128539,128565,put knife,knife,4,knife,4
P23_102_456,132695,132737,take cloth,cloth,17,cloth,17
P23_102_457,132808,132864,open tap,tap,0,tap,0
P23_102_458,132869,133052,wash cloth,cloth,17,cloth,17
P23_102_459,133134,133171,put cloth,cloth,17,cloth,17
P23_102_460,133171,133234,take cloth,cloth,17,cloth,17
P23_102_461,133464,133498,put cloth,cloth,17,cloth,17
P23_102_462,133497,133541,take plate,plate,2,plate,2
P23_102_463,133545,133607,put plate,plate,2,plate,2
P23_102_466,134064,134128,take plate,plate,2,plate,2
P23_102_467,134132,134314,wash plate,plate,2,plate,2
P23_102_468,134282,134365,take cloth,cloth,17,cloth,17
P23_102_469,134360,134437,wash cloth,cloth,17,cloth,17
P23_102_471,134967,135078,wash cloth,cloth,17,cloth,17
P23_102_472,135138,135170,put plate,plate,2,plate,2
P23_102_473,135282,135309,put cloth,cloth,17,cloth,17
P23_102_474,135674,135709,take glass,glass,10,glass,10
P23_102_475,136973,137009,put glass,glass,10,glass,10
P23_102_476,137039,137104,take plate,plate,2,plate,2
P23_102_477,137074,137200,wash plate,plate,2,plate,2
P23_102_483,139126,139183,take plate,plate,2,plate,2
P23_102_484,139160,139776,clean plate,plate,2,plate,2
P23_102_485,139728,140078,clean plate,plate,2,plate,2
P23_102_486,140098,140392,put plate,plate,2,plate,2
P23_102_487,140431,140552,close tap,tap,0,tap,0
P23_102_488,140620,141741,search bowl,bowl,7,bowl,7
P23_102_489,141732,141867,take bowl,bowl,7,bowl,7
P23_102_49,13584,13680,take glass,glass,10,glass,10
P23_102_490,142025,142059,put bowl,bowl,7,bowl,7
P23_102_491,142076,142130,take plate,plate,2,plate,2
P23_102_494,142745,142790,open tap,tap,0,tap,0
P23_102_495,142775,142897,wash plate,plate,2,plate,2
P23_102_496,143251,143660,put plate,plate,2,plate,2
P23_102_497,143919,144283,take spoon,spoon,1,spoon,1
P23_102_499,144559,144595,close tap,tap,0,tap,0
P23_102_5,1857,1889,put glass,glass,10,glass,10
P23_102_500,144716,144790,put spoon,spoon,1,spoon,1
P23_102_507,145750,145789,take spoon,spoon,1,spoon,1
P23_102_509,146838,146904,put spoon,spoon,1,spoon,1
P23_102_522,149815,149853,take spoon,spoon,1,spoon,1
P23_102_525,150276,150320,put spoon,spoon,1,spoon,1
P23_102_536,152121,152171,take plate,plate,2,plate,2
P23_102_537,152174,152229,take spoon,spoon,1,spoon,1
P23_102_539,152518,152658,put spoon,spoon,1,spoon,1
P23_102_543,153163,153226,put plate,plate,2,plate,2
P23_102_545,153591,153649,take pan,pan,5,pan,5
P23_102_547,153719,153751,put pan,pan,5,pan,5
P23_102_548,153756,153792,take spoon,spoon,1,spoon,1
P23_102_550,155662,155749,put spoon,spoon,1,spoon,1
P23_102_553,156032,156141,put pan,pan,5,pan,5
P23_102_554,156115,156512,move pan,pan,5,pan,5
P23_102_560,158468,158577,take spoon,spoon,1,spoon,1
P23_102_562,158727,158839,take pan,pan,5,pan,5
P23_102_563,158928,158985,put spoon,spoon,1,spoon,1
P23_102_567,160336,160398,take pan,pan,5,pan,5
P23_102_568,160390,160442,put pan,pan,5,pan,5
P23_102_569,160440,160475,take spoon,spoon,1,spoon,1
P23_102_571,161056,161212,put spoon,spoon,1,spoon,1
P23_102_572,161185,161297,put pan,pan,5,pan,5
P23_102_573,161302,161342,take plate,plate,2,plate,2
P23_102_574,161344,161375,put plate,plate,2,plate,2
P23_102_575,161417,161521,take plate,plate,2,plate,2
P23_102_576,161526,161691,take plate,plate,2,plate,2
P23_102_577,161696,161877,put plate,plate,2,plate,2
P23_102_578,161714,161860,put plate,plate,2,plate,2
P23_102_579,161843,162109,take spoon,spoon,1,spoon,1
P23_102_580,162085,162133,put plate,plate,2,plate,2
P23_102_581,162167,162214,put spoon,spoon,1,spoon,1
P23_102_582,162466,162502,take cloth,cloth,17,cloth,17
P23_102_584,163439,163486,open tap,tap,0,tap,0
P23_102_585,163515,163557,take spoon,spoon,1,spoon,1
P23_102_586,163541,163665,clean spoon,spoon,1,spoon,1
P23_102_588,163744,164150,clean spoon,spoon,1,spoon,1
P23_102_589,164179,164214,take spoon,spoon,1,spoon,1
P23_102_59,15857,15969,take bowl,bowl,7,bowl,7
P23_102_590,164201,164516,clean spoon,spoon,1,spoon,1
P23_102_591,164520,164778,wash spoon,spoon,1,spoon,1
P23_102_592,164774,164805,put spoon,spoon,1,spoon,1
P23_102_593,164811,164873,take spoon,spoon,1,spoon,1
P23_102_594,164968,165008,put spoon,spoon,1,spoon,1
P23_102_595,165004,165038,take plate,plate,2,plate,2
P23_102_597,165095,165444,wash plate,plate,2,plate,2
P23_102_598,165435,165826,clean plate,plate,2,plate,2
P23_102_599,165830,165974,put plate,plate,2,plate,2
P23_102_6,1969,2029,open tap,tap,0,tap,0
P23_102_60,15960,16032,put bowl,bowl,7,bowl,7
P23_102_601,166052,166074,take pan,pan,5,pan,5
P23_102_602,166072,167674,wash pan,pan,5,pan,5
P23_102_603,167674,168027,put pan,pan,5,pan,5
P23_102_604,168040,168103,take pan,pan,5,pan,5
P23_102_606,168170,169979,wash pan,pan,5,pan,5
P23_102_607,169984,170097,put pan,pan,5,pan,5
P23_102_609,170139,170219,take spoon,spoon,1,spoon,1
P23_102_61,16060,16075,open tap,tap,0,tap,0
P23_102_610,170142,170701,wash spoon,spoon,1,spoon,1
P23_102_611,170706,170730,put spoon,spoon,1,spoon,1
P23_102_612,170762,170781,close tap,tap,0,tap,0
P23_102_613,171159,171217,take cloth,cloth,17,cloth,17
P23_102_615,172161,172204,open tap,tap,0,tap,0
P23_102_616,172192,172323,wash cloth,cloth,17,cloth,17
P23_102_618,173166,173202,take plate,plate,2,plate,2
P23_102_619,173249,173308,put plate,plate,2,plate,2
P23_102_62,16521,16550,close tap,tap,0,tap,0
P23_102_621,174445,174602,open tap,tap,0,tap,0
P23_102_622,176874,176921,close tap,tap,0,tap,0
P23_102_623,177021,177268,put cloth,cloth,17,cloth,17
P23_102_624,177273,177380,put cloth,cloth,17,cloth,17
P23_102_625,177550,177662,take plate,plate,2,plate,2
P23_102_626,177642,177748,put plate,plate,2,plate,2
P23_102_627,177745,177874,take pan,pan,5,pan,5
P23_102_628,177833,177998,put pan,pan,5,pan,5
P23_102_64,16773,16804,open tap,tap,0,tap,0
P23_102_65,16799,16822,close tap,tap,0,tap,0
P23_102_66,16845,16920,put glass,glass,10,glass,10
P23_102_68,17205,17230,close tap,tap,0,tap,0
P23_102_70,18205,18271,take plate,plate,2,plate,2
P23_102_71,18345,18379,put plate,plate,2,plate,2
P23_102_72,18406,18447,take plate,plate,2,plate,2
P23_102_73,18513,18670,put plate,plate,2,plate,2
P23_102_78,20693,21176,open tap,tap,0,tap,0
P23_102_79,21158,21182,close tap,tap,0,tap,0
P23_102_8,3832,3868,close tap,tap,0,tap,0
P23_102_82,22880,22923,open tap,tap,0,tap,0
P23_102_83,23129,23185,take glass,glass,10,glass,10
P23_102_88,23740,23762,close tap,tap,0,tap,0
P23_102_89,23799,23883,put glass,glass,10,glass,10
P23_102_90,23892,23966,take bowl,bowl,7,bowl,7
P23_102_92,24020,24230,put bowl,bowl,7,bowl,7
P23_102_94,24533,24719,take onion,onion,16,onion,16
P23_102_97,25284,25510,take knife,knife,4,knife,4
P23_102_98,25512,26226,cut onion,onion,16,onion,16
P24_01_0,135,213,open fridge,fridge,12,fridge,12
P24_01_17,7764,7881,close fridge,fridge,12,fridge,12
P24_01_2,948,1007,open drawer,drawer,8,drawer,8
P24_01_26,11417,11503,move plate,plate,2,plate,2
P24_01_32,15323,15428,grab cloth,cloth,17,cloth,17
P24_01_37,20315,20586,rinse hands,hand,11,hand,11
P24_01_39,21625,21721,rinse hands,hand,11,hand,11
P24_01_42,22483,22552,put knife in the sink,knife,4,knife,4
P24_01_43,23315,23658,dry hands with duster,hand,11,hand,11
P24_01_5,1510,1583,close drawer,drawer,8,drawer,8
P24_01_50,25693,26416,pick up fork,fork,14,fork,14
P24_01_51,26703,26739,put fork on the table,fork,14,fork,14
P24_01_58,28807,29092,rinse sponge,sponge,9,sponge,9
P24_01_59,29101,29376,pour washing up liquid on sponge,liquid:washing:up,22,sponge,9
P24_01_6,1633,1711,close fridge,fridge,12,fridge,12
P24_01_60,29506,29778,wash knife,knife,4,knife,4
P24_01_61,29835,30202,rinse knife,knife,4,knife,4
P24_01_62,30205,30282,turn off tap,tap,0,tap,0
P24_01_64,30433,30532,put down knife,knife,4,knife,4
P24_01_67,30714,30940,dry hands,hand,11,hand,11
P24_01_71,33351,33414,open fridge,fridge,12,fridge,12
P24_01_73,33588,33699,close fridge,fridge,12,fridge,12
P24_01_76,35087,35176,open tap,tap,0,tap,0
P24_01_77,35167,35257,rinse hands,hand,11,hand,11
P24_01_79,35672,35736,rinse hands,hand,11,hand,11
P24_01_8,2012,2099,pick up plate,plate,2,plate,2
P24_01_80,35936,36245,dry hands,hand,11,hand,11
P24_01_9,2233,2342,pick up knife,knife,4,knife,4
P24_02_0,127,258,open fridge,fridge,12,fridge,12
P24_02_1,315,456,grab meat,meat,28,meat,28
P24_02_100,31551,32034,put oregano on meat,oregano,145,meat,28
P24_02_102,32292,32572,put salt on meat,salt,38,meat,28
P24_02_103,32857,33341,compress meat in pan,meat,28,meat,28
P24_02_103,32857,33341,compress meat in pan,meat,28,pan,5
P24_02_104,33450,33528,check meat,meat,28,meat,28
P24_02_105,34015,34074,put down fork,fork,14,fork,14
P24_02_106,34186,34273,take fork,fork,14,fork,14
P24_02_107,34326,34503,check meat,meat,28,meat,28
P24_02_108,34552,35420,press meat onto pan,meat,28,meat,28
P24_02_108,34552,35420,press meat onto pan,meat,28,pan,5
P24_02_109,35490,35608,check meat,meat,28,meat,28
P24_02_110,36057,36288,cut meat inside pan,meat,28,meat,28
P24_02_110,36057,36288,cut meat inside pan,meat,28,pan,5
P24_02_111,36312,36420,check meat,meat,28,meat,28
P24_02_112,36548,36813,press meat onto pan,meat,28,meat,28
P24_02_112,36548,36813,press meat onto pan,meat,28,pan,5
P24_02_113,36984,37560,press meat onto pan,meat,28,meat,28
P24_02_113,36984,37560,press meat onto pan,meat,28,pan,5
P24_02_115,37930,38266,compress meat on pan,meat,28,meat,28
P24_02_115,37930,38266,compress meat on pan,meat,28,pan,5
P24_02_116,38263,38548,take meat with fork,meat,28,meat,28
P24_02_116,38263,38548,take meat with fork,meat,28,fork,14
P24_02_117,38605,38750,put meat onto pan,meat,28,meat,28
P24_02_117,38605,38750,put meat onto pan,meat,28,pan,5
P24_02_118,38784,39162,compress meat,meat,28,meat,28
P24_02_119,39134,39296,flip meat in pan,meat,28,meat,28
P24_02_119,39134,39296,flip meat in pan,meat,28,pan,5
P24_02_120,39299,39505,flip meat in pan,meat,28,meat,28
P24_02_120,39299,39505,flip meat in pan,meat,28,pan,5
P24_02_122,39802,40206,put salt on meat,salt,38,meat,28
P24_02_124,40468,40824,put oregano on meat,oregano,145,meat,28
P24_02_125,41053,41262,put oregano on meat,oregano,145,meat,28
P24_02_126,41478,41512,check meat,meat,28,meat,28
P24_02_127,41784,42390,turn meat in the pan,meat,28,meat,28
P24_02_127,41784,42390,turn meat in the pan,meat,28,pan,5
P24_02_13,2922,3003,pick up pan,pan,5,pan,5
P24_02_130,43129,43218,open fridge,fridge,12,fridge,12
P24_02_131,43267,43430,pick up water from fridge,water,27,fridge,12
P24_02_134,43923,43995,pick up glass,glass,10,glass,10
P24_02_136,44094,44182,put glass on the table,glass,10,glass,10
P24_02_137,44415,44544,turn meat in the pan,meat,28,meat,28
P24_02_137,44415,44544,turn meat in the pan,meat,28,pan,5
P24_02_138,44512,44628,turn meat in the pan,meat,28,meat,28
P24_02_138,44512,44628,turn meat in the pan,meat,28,pan,5
P24_02_139,44669,45039,press meat on the pan,meat,28,meat,28
P24_02_139,44669,45039,press meat on the pan,meat,28,pan,5
P24_02_14,3037,3097,put pan on the cooker,pan,5,pan,5
P24_02_141,45286,45427,put meat onto plate,meat,28,meat,28
P24_02_141,45286,45427,put meat onto plate,meat,28,plate,2
P24_02_142,45742,45863,turn on tap,tap,0,tap,0
P24_02_143,45839,46129,put pan into sink,pan,5,pan,5
P24_02_144,45895,46561,pour water on pan,water,27,pan,5
P24_02_145,46665,46861,take cloth,cloth,17,cloth,17
P24_02_146,46684,46861,dry hands,hand,11,hand,11
P24_02_148,46915,47356,pour oil on meat,oil,31,meat,28
P24_02_15,3246,3378,pick up meat,meat,28,meat,28
P24_02_152,47899,47986,grab plate,plate,2,plate,2
P24_02_153,48047,48189,put down plate on table,plate,2,plate,2
P24_02_154,48309,48396,grab knife,knife,4,knife,4
P24_02_155,48427,48535,put down knife on table,knife,4,knife,4
P24_02_17,4100,4220,pick up bowl,bowl,7,bowl,7
P24_02_19,4396,4470,open fridge,fridge,12,fridge,12
P24_02_2,418,451,close fridge,fridge,12,fridge,12
P24_02_21,4756,4858,close fridge,fridge,12,fridge,12
P24_02_25,5846,6022,grab meat,meat,28,meat,28
P24_02_26,6024,6405,put meat in pan,meat,28,meat,28
P24_02_26,6024,6405,put meat in pan,meat,28,pan,5
P24_02_28,6627,6712,grab fork,fork,14,fork,14
P24_02_30,6856,7589,move meat in pan,meat,28,meat,28
P24_02_30,6856,7589,move meat in pan,meat,28,pan,5
P24_02_31,7720,7758,put down fork,fork,14,fork,14
P24_02_38,10094,10158,take fork,fork,14,fork,14
P24_02_4,702,868,grab pan,pan,5,pan,5
P24_02_41,11450,11532,take fork,fork,14,fork,14
P24_02_42,11640,11995,move meat in pan,meat,28,meat,28
P24_02_42,11640,11995,move meat in pan,meat,28,pan,5
P24_02_43,12040,12351,flip meat onto pan,meat,28,meat,28
P24_02_43,12040,12351,flip meat onto pan,meat,28,pan,5
P24_02_44,12360,12496,flip meat onto pan,meat,28,meat,28
P24_02_44,12360,12496,flip meat onto pan,meat,28,pan,5
P24_02_46,12815,12969,pick up meat,meat,28,meat,28
P24_02_49,13386,13723,open tap,tap,0,tap,0
P24_02_5,885,991,put down pan,pan,5,pan,5
P24_02_50,13773,14008,rinse hands,hand,11,hand,11
P24_02_51,14014,14100,close tap,tap,0,tap,0
P24_02_52,14084,14638,pick up fork,fork,14,fork,14
P24_02_53,14614,15012,stir meat in pan,meat,28,meat,28
P24_02_53,14614,15012,stir meat in pan,meat,28,pan,5
P24_02_55,15452,15773,put salt on meat,salt,38,meat,28
P24_02_56,16281,16337,open cupboard,cupboard,3,cupboard,3
P24_02_57,16333,16462,open cupboard,cupboard,3,cupboard,3
P24_02_58,16451,16647,take plate,plate,2,plate,2
P24_02_59,16642,16706,close cupboard,cupboard,3,cupboard,3
P24_02_60,16711,16796,put down plate,plate,2,plate,2
P24_02_61,16775,16888,close cupboard,cupboard,3,cupboard,3
P24_02_62,16888,17154,take fork,fork,14,fork,14
P24_02_63,17110,17630,move meat in pan,meat,28,meat,28
P24_02_63,17110,17630,move meat in pan,meat,28,pan,5
P24_02_64,17541,17770,check meat,meat,28,meat,28
P24_02_67,18665,19400,put oregano on meat,oregano,145,meat,28
P24_02_69,19637,20349,move meat in pan,meat,28,meat,28
P24_02_69,19637,20349,move meat in pan,meat,28,pan,5
P24_02_70,20355,20494,turn meat in pan,meat,28,meat,28
P24_02_70,20355,20494,turn meat in pan,meat,28,pan,5
P24_02_72,20870,21410,put oregano on meat,oregano,145,meat,28
P24_02_73,21416,22032,put salt on meat,salt,38,meat,28
P24_02_74,22114,22507,move meat in pan,meat,28,meat,28
P24_02_74,22114,22507,move meat in pan,meat,28,pan,5
P24_02_75,22553,23265,check meat on pan,meat,28,meat,28
P24_02_75,22553,23265,check meat on pan,meat,28,pan,5
P24_02_77,22693,22860,pick up knife,knife,4,knife,4
P24_02_78,23103,23253,cut meat,meat,28,meat,28
P24_02_79,23220,23430,turn meat in pan,meat,28,meat,28
P24_02_79,23220,23430,turn meat in pan,meat,28,pan,5
P24_02_81,24117,24544,move meat in pan,meat,28,meat,28
P24_02_81,24117,24544,move meat in pan,meat,28,pan,5
P24_02_82,24673,25217,compress meat,meat,28,meat,28
P24_02_83,25411,25452,flip meat,meat,28,meat,28
